---,Actor,Location,Rotation,Scale,Meshes
Row_436,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-12233.572212,Y=17991.362264,Z=-5372.816174)","(Pitch=0.000000,Yaw=4.688788,Roll=84.999999)","(X=7.000000,Y=7.000000,Z=7.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_SM_Rock_Boulder_2.SM_pal_b08_SM_Rock_Boulder_2'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_cliff_scifi_rock_02_medium""')))"
Row_437,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-12236.033761,Y=18624.358457,Z=-5087.816174)","(Pitch=33.190548,Yaw=31.108757,Roll=-89.786298)","(X=7.000000,Y=7.000000,Z=7.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_SM_Rock_Boulder_2.SM_pal_b08_SM_Rock_Boulder_2'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_cliff_scifi_rock_02_medium""')))"
Row_438,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-16386.284877,Y=15573.467196,Z=-7879.148502)","(Pitch=0.000000,Yaw=-69.999996,Roll=0.000000)","(X=3.692410,Y=3.692410,Z=3.692410)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_SM_Medium_Rock_1.SM_pal_b08_SM_Medium_Rock_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_cliff_scifi_rock_02_medium""')))"
Row_439,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10821.874266,Y=17626.159822,Z=-3953.633661)","(Pitch=0.000000,Yaw=-23.248575,Roll=0.000000)","(X=2.250000,Y=2.250000,Z=2.250000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_SM_Medium_Rock_1.SM_pal_b08_SM_Medium_Rock_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_cliff_scifi_rock_02_medium""')))"
Row_440,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11696.764483,Y=17194.747193,Z=-6782.000000)","(Pitch=0.000000,Yaw=96.452318,Roll=0.000000)","(X=1.320000,Y=1.320000,Z=1.320000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_03.pal_b08_cliff_SM_Cliff_Formation_03'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_01_02""')))"
Row_441,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9776.874266,Y=17591.159822,Z=-3953.633661)","(Pitch=0.000000,Yaw=159.999999,Roll=0.000000)","(X=2.250000,Y=2.250000,Z=2.250000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_SM_Medium_Rock_1.SM_pal_b08_SM_Medium_Rock_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_cliff_scifi_rock_02_medium""')))"
Row_442,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10131.111988,Y=14486.458653,Z=-1856.381355)","(Pitch=65.757036,Yaw=114.070488,Roll=-156.245085)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_03.pal_b08_cliff_SM_Cliff_Formation_03'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_01_02""')))"
Row_443,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10909.644114,Y=14704.422376,Z=-1661.347261)","(Pitch=12.954000,Yaw=-5.511185,Roll=12.289784)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_cliff_gen_floor_01.SM_pal_b08_cliff_gen_floor_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_Cliff_Formation_ground_5""')))"
Row_444,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10892.594261,Y=13638.087327,Z=-1268.121329)","(Pitch=-7.414561,Yaw=-176.692446,Roll=-23.551509)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_cliff_gen_floor_01.SM_pal_b08_cliff_gen_floor_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_Cliff_Formation_ground_5""')))"
Row_445,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11456.316450,Y=11282.519434,Z=-1731.809186)","(Pitch=-38.125954,Yaw=-109.375495,Roll=82.929214)","(X=1.320000,Y=1.320000,Z=1.320000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_03.pal_b08_cliff_SM_Cliff_Formation_03'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_01_02""')))"
Row_446,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-13201.074035,Y=12455.011779,Z=-1873.281224)","(Pitch=14.358677,Yaw=157.807081,Roll=-57.696513)","(X=9.500000,Y=9.500000,Z=9.500000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_SM_Rock_Boulder_2.SM_pal_b08_SM_Rock_Boulder_2'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_cliff_scifi_rock_02_medium""')))"
Row_447,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=17302.240431,Y=-2607.890374,Z=-5626.814307)","(Pitch=8.537258,Yaw=124.072400,Roll=-12.379605)","(X=0.750000,Y=0.750000,Z=0.750000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/roots/SM_pal_b08_Roots_04.SM_pal_b08_Roots_04'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_pal_b08_Roots_01""')))"
Row_448,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=13252.812235,Y=5857.097992,Z=-6390.530760)","(Pitch=-44.799663,Yaw=60.344333,Roll=18.780768)","(X=0.675000,Y=0.675000,Z=0.675000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/roots/SM_pal_b08_Roots_07.SM_pal_b08_Roots_07'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_pal_b08_Roots_01""')))"
Row_449,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-13986.074035,Y=12030.011779,Z=-2158.281224)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=9.500000,Y=9.500000,Z=9.500000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_SM_Rock_Boulder_2.SM_pal_b08_SM_Rock_Boulder_2'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_cliff_scifi_rock_02_medium""')))"
Row_450,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11145.936168,Y=17852.546090,Z=-3899.759169)","(Pitch=0.000000,Yaw=-47.661728,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_05.pal_b08_cliff_SM_Cliff_Formation_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""')))"
Row_451,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10677.916394,Y=10157.777702,Z=624.908214)","(Pitch=-4.478565,Yaw=73.612557,Roll=79.617488)","(X=4.700217,Y=4.700217,Z=4.700217)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_SM_Rock_Boulder_2.SM_pal_b08_SM_Rock_Boulder_2'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_cliff_scifi_rock_02_medium""')))"
Row_452,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-6685.190144,Y=14768.013754,Z=-2054.805020)","(Pitch=62.941425,Yaw=-172.440946,Roll=-148.305973)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_03.pal_b08_cliff_SM_Cliff_Formation_03'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_01_02""')))"
Row_453,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9719.644114,Y=15239.422376,Z=-1941.347261)","(Pitch=2.575938,Yaw=0.217834,Roll=9.665796)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_cliff_gen_floor_01.SM_pal_b08_cliff_gen_floor_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_Cliff_Formation_ground_5""')))"
Row_454,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-8559.644114,Y=13899.422376,Z=-1591.347261)","(Pitch=2.916675,Yaw=-175.693673,Roll=-9.905781)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_cliff_gen_floor_01.SM_pal_b08_cliff_gen_floor_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_Cliff_Formation_ground_5""')))"
Row_455,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9092.264909,Y=15748.452109,Z=-2699.978781)","(Pitch=16.940362,Yaw=-51.338460,Roll=-5.804323)","(X=1.250000,Y=1.250000,Z=1.250000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_05.pal_b08_cliff_SM_Cliff_Formation_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""')))"
Row_456,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=14881.484897,Y=-5853.072661,Z=-2567.000000)","(Pitch=0.000000,Yaw=109.045195,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_06.pal_b08_cliff_SM_Cliff_Formation_06'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_01_02""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_01_02""')))"
Row_457,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-12091.874266,Y=14926.159822,Z=-3038.633661)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=2.250000,Y=2.250000,Z=2.250000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_SM_Medium_Rock_1.SM_pal_b08_SM_Medium_Rock_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_cliff_scifi_rock_02_medium""')))"
Row_458,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-5801.583248,Y=13209.393762,Z=-975.443551)","(Pitch=-40.285326,Yaw=-62.481913,Roll=-167.407071)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_03.pal_b08_cliff_SM_Cliff_Formation_03'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_01_02""')))"
Row_459,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9123.131381,Y=15270.087897,Z=-1560.755613)","(Pitch=-4.775718,Yaw=63.136997,Roll=12.838953)","(X=1.250000,Y=1.250000,Z=1.250000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_05.pal_b08_cliff_SM_Cliff_Formation_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""')))"
Row_460,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-4166.942525,Y=16514.120680,Z=-3887.634205)","(Pitch=0.000000,Yaw=-70.218214,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_05.pal_b08_cliff_SM_Cliff_Formation_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""')))"
Row_461,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-5632.264909,Y=19823.452109,Z=-6144.978781)","(Pitch=0.000000,Yaw=-113.954574,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_05.pal_b08_cliff_SM_Cliff_Formation_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""')))"
Row_462,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11987.256306,Y=16829.473826,Z=-2991.066840)","(Pitch=0.265020,Yaw=20.443406,Roll=11.049625)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_05.pal_b08_cliff_SM_Cliff_Formation_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""')))"
Row_463,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10049.644114,Y=15724.422376,Z=-2846.347261)","(Pitch=2.575938,Yaw=-128.477772,Roll=9.665796)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_cliff_gen_floor_01.SM_pal_b08_cliff_gen_floor_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_Cliff_Formation_ground_5""')))"
Row_464,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-4351.942525,Y=17754.120680,Z=-3887.634205)","(Pitch=0.000000,Yaw=-97.942181,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_05.pal_b08_cliff_SM_Cliff_Formation_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""')))"
Row_465,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-5656.152432,Y=18817.551142,Z=-4217.634205)","(Pitch=0.000000,Yaw=37.815732,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_05.pal_b08_cliff_SM_Cliff_Formation_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""')))"
Row_466,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-7424.591356,Y=18822.618510,Z=-4323.469852)","(Pitch=-0.412588,Yaw=-34.438397,Roll=178.489020)","(X=0.750000,Y=0.750000,Z=0.638194)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_cliff_gen_floor_01.SM_pal_b08_cliff_gen_floor_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_Cliff_Formation_ground_5""')))"
Row_467,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-8439.591356,Y=19157.618510,Z=-4323.469852)","(Pitch=-0.412588,Yaw=122.649974,Roll=178.489020)","(X=0.750000,Y=0.750000,Z=0.638194)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_cliff_gen_floor_01.SM_pal_b08_cliff_gen_floor_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_Cliff_Formation_ground_5""')))"
Row_468,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-4244.197793,Y=18104.225315,Z=-5306.681036)","(Pitch=63.342955,Yaw=-139.695190,Roll=31.140670)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Explosive_Spores/Mushroom/Meshes/SM_pal_b08_Bigmashroom_Trunk_20.SM_pal_b08_Bigmashroom_Trunk_20'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Explosive_Spores/Mushroom/Material/MI_Jungle_Trunken_Large_Inst_2""')))"
Row_469,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-8942.264909,Y=19068.452109,Z=-3959.978781)","(Pitch=0.000000,Yaw=72.338271,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_05.pal_b08_cliff_SM_Cliff_Formation_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""')))"
Row_470,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-2842.356845,Y=3750.971369,Z=-6515.758372)","(Pitch=8.896576,Yaw=77.888272,Roll=27.072894)","(X=10.375000,Y=10.375000,Z=10.375000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Others/nakano_test/model_check/CrystalPack/Crystal/New/Meshes/SM_Crystal_Font.SM_Crystal_Font'',Materials=(MaterialInstanceConstant'""/Game/Others/nakano_test/model_check/CrystalPack/Crystal/New/Materials/MI_pal_b05_Crystal_CrystalMass06_08""')))"
Row_471,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-3426.000000,Y=2205.000000,Z=-6742.000000)","(Pitch=0.000000,Yaw=165.000002,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_cliff_gen_wall_01.SM_pal_b08_cliff_gen_wall_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_Cliff_Formation_ground_2""')))"
Row_472,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1847.617688,Y=-2238.585371,Z=-5822.408951)","(Pitch=0.000000,Yaw=-77.183757,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_06.pal_b08_cliff_SM_Cliff_Formation_06'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_01_02""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_01_02""')))"
Row_473,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-6105.417265,Y=19375.396721,Z=-6329.148502)","(Pitch=0.000000,Yaw=-58.886002,Roll=0.000000)","(X=3.692410,Y=3.692410,Z=3.692410)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_SM_Medium_Rock_1.SM_pal_b08_SM_Medium_Rock_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_cliff_scifi_rock_02_medium""')))"
Row_474,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-5655.190144,Y=16273.013754,Z=-3064.805020)","(Pitch=-6.664020,Yaw=5.649534,Roll=133.033711)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_03.pal_b08_cliff_SM_Cliff_Formation_03'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_01_02""')))"
Row_475,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-5414.644114,Y=17379.422376,Z=-3946.347261)","(Pitch=-32.692321,Yaw=167.199410,Roll=-14.609141)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_cliff_gen_floor_01.SM_pal_b08_cliff_gen_floor_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_Cliff_Formation_ground_5""')))"
Row_476,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-5733.413943,Y=17293.253310,Z=-3541.896163)","(Pitch=12.078039,Yaw=1.859517,Roll=4.007583)","(X=1.000000,Y=1.000000,Z=1.250000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_cliff_gen_floor_01.SM_pal_b08_cliff_gen_floor_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_Cliff_Formation_ground_5""')))"
Row_477,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-8154.156777,Y=17617.008887,Z=-3958.358694)","(Pitch=-19.849348,Yaw=110.996513,Roll=7.503083)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_cliff_gen_floor_01.SM_pal_b08_cliff_gen_floor_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_Cliff_Formation_ground_5""')))"
Row_478,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-4494.706753,Y=14994.403396,Z=-2120.390876)","(Pitch=14.120928,Yaw=30.766465,Roll=29.610553)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/SM_pal_b08_cliff_gen_floor_01.SM_pal_b08_cliff_gen_floor_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/MI_b08_Cliff_Formation_ground_5""')))"
Row_479,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-6630.777918,Y=19266.887798,Z=-4242.941447)","(Pitch=0.000000,Yaw=-105.891463,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b08/Worldtree/mesh/cliff/pal_b08_cliff_SM_Cliff_Formation_05.pal_b08_cliff_SM_Cliff_Formation_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/Worldtree/material/pal_b08_cliff_MI_Cliff_03""')))"
Row_480,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-788.680952,Y=2710.756907,Z=-6425.758372)","(Pitch=18.889520,Yaw=102.794877,Roll=26.685408)","(X=10.375000,Y=10.375000,Z=10.375000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Others/nakano_test/model_check/CrystalPack/Crystal/New/Meshes/SM_Crystal_Font.SM_Crystal_Font'',Materials=(MaterialInstanceConstant'""/Game/Others/nakano_test/model_check/CrystalPack/Crystal/New/Materials/MI_pal_b05_Crystal_CrystalMass06_08""')))"
